"","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","zipcode","yr_old","renovated_status"
"1729",1679,5,4,4830,11466,2,0,0,3,10,3720,1110,98040,7,0
"1730",337,3,2,1400,6000,1,0,0,4,7,700,700,98108,102,0
"1731",1928,4,3,4280,20296,2,0,NA,4,11,4280,0,98004,37,0
"1732",544.5,4,2,2230,10414,1,0,0,5,7,1450,780,98075,47,0
"1733",252,1,1,680,1638,1,0,4,1,6,680,0,98116,111,1
"1734",445,4,2,2340,3784,2,0,0,3,8,2340,0,98106,13,0
"1735",379.5,3,2,2070,14196,2,0,0,3,7,2070,0,98059,32,0
"1736",189.95,4,2,1910,4225,1,0,0,4,6,910,1000,98001,NA,0
"1737",469,3,1,950,4250,2,0,0,5,6,950,0,98122,73,0
"1738",600,5,3,2910,53898,1,0,0,5,7,1510,1400,98077,42,0
"1739",785,3,2,2930,33981,2,0,2,3,9,2930,0,98059,21,0
"1740",372,4,3,2610,8967,2,0,0,4,8,2610,0,98042,31,NA
"1741",445,5,3,3880,7180,2,0,0,3,NA,3880,0,98056,17,0
"1742",508,4,2,3320,53392,2,0,0,4,8,2000,1320,98027,35,0
"1743",780,NA,2,1940,4800,2,0,0,3,8,1940,0,98103,116,0
"1744",541.1,4,2,2510,9800,2,0,0,3,9,2510,0,98072,43,0
"1745",729,NA,2,2660,5608,2,0,0,3,9,2660,0,98029,18,0
"1746",397,3,2,1710,NA,1,0,2,5,7,1710,0,98022,69,0
"1747",451.555,2,1,1320,4520,1,0,NA,3,6,1320,0,98116,109,1
"1748",300,2,1,960,8153,1,0,0,3,6,960,0,98155,74,0
"1749",416,3,NA,1790,11542,1,0,0,5,7,1190,600,98059,52,0
"1750",490,2,1,950,3060,1,0,0,3,6,810,140,98105,96,0
"1751",480,NA,4,2940,5054,2,0,0,3,7,2940,0,98146,79,1
"1752",368,2,2,930,1662,1,0,0,3,7,670,260,98199,19,0
"1753",1038,3,2,4570,10615,2,0,0,3,12,4570,0,98027,30,0
"1754",545,3,2,2370,9000,1,0,NA,4,8,1570,800,98146,69,0
"1755",850,5,3,3430,15119,2,0,0,3,10,3430,0,98075,23,0
"1756",550,4,4,3540,4750,2,0,0,3,10,3540,0,98055,18,0
"1757",600,3,2,2240,9314,2,0,0,3,9,2240,0,98074,37,0
"1758",535,4,2,2710,12138,1,0,0,3,8,1700,1010,98155,53,0
"1759",599.95,3,2,2660,4975,2,0,NA,3,8,2660,0,98118,7,0
"1760",531,5,3,2540,5022,1,0,0,4,8,1540,1000,98108,66,0
"1761",530,4,2,2210,7665,2,0,0,4,8,2210,0,98006,53,0
"1762",597.326,4,4,3570,8250,2,0,0,3,10,2860,710,NA,6,0
"1763",805,4,2,3450,33460,2,0,0,3,9,3450,0,98077,24,0
"1764",390,4,2,2330,8364,1,0,0,4,8,2330,0,98058,53,0
"1765",487.25,4,2,1690,3250,2,0,NA,3,7,1550,140,98103,120,0
"1766",301,3,2,1030,8414,1,0,0,4,7,1030,0,98155,54,0
"1767",1175,5,3,2560,5618,2,0,2,3,8,2220,340,98109,98,0
"1768",299,4,2,1950,3000,2,0,0,3,7,1950,0,98178,19,0
"1769",2350,4,2,4370,22863,2,0,3,4,10,3670,700,98033,114,NA
"1770",400,4,2,2350,3904,2,0,0,3,7,2350,0,98106,22,0
"1771",467.5,4,2,3160,7210,1,0,0,4,7,1880,1280,98034,52,0
"1772",305,4,2,2430,9103,2,0,0,3,8,2430,0,98023,31,0
"1773",210,3,1,1340,306848,1,0,0,3,5,1340,0,98019,68,0
"1774",300,3,1,1010,10168,1,0,0,3,6,1010,0,98014,42,0
"1775",327.5,3,2,1770,8755,1,0,0,3,8,1330,440,98058,40,0
"1776",269,3,2,1210,7136,1,0,0,3,7,1210,0,98031,18,0
"1777",975,4,3,3330,17533,1,0,2,3,9,1750,NA,98033,52,0
"1778",355,3,1,1240,5400,1,0,0,4,7,1060,180,98133,81,0
"1779",712,3,1,1250,4620,2,0,0,4,7,1150,100,NA,121,0
"1780",883,4,2,2960,41656,2,NA,0,3,10,2960,0,98072,36,0
"1781",190,2,1,840,12252,1,0,0,3,6,840,0,98010,27,0
"1782",443,3,2,1530,8028,1,0,0,3,7,1200,330,NA,54,0
"1783",920,4,3,3750,11025,2,0,0,3,10,3750,0,98074,45,0
"1784",285,4,2,2150,8250,1,0,0,4,7,1240,910,98023,43,0
"1785",901,4,3,1560,4080,1,0,0,3,7,1560,0,98126,105,0
"1786",552.5,3,2,2040,5775,1,0,0,3,7,1410,630,98199,63,0
"1787",256,2,1,860,5000,1,0,0,3,6,860,0,98146,106,1
"1788",341,3,2,1720,7119,2,0,0,4,7,1720,0,98155,NA,0
"1789",279,4,2,2090,8941,2,0,0,3,7,2090,0,98058,46,0
"1790",686,NA,2,2130,10650,2,0,0,4,8,2130,0,98006,44,0
"1791",225,2,1,1300,11867,2,0,0,4,6,1300,0,98010,46,0
"1792",215.5,2,2,1220,15600,1,0,0,3,6,1220,0,98001,49,0
"1793",950,4,3,2420,4800,2,0,0,3,7,1520,900,98119,102,0
"1794",503,4,2,2940,156988,2,0,2,3,9,1870,1070,98014,25,0
"1795",780,3,2,2610,7567,2,0,0,3,9,2610,0,98052,24,0
"1796",212,4,2,NA,7500,1,0,0,5,6,980,900,98178,75,0
"1797",580,4,3,2330,6703,2,0,0,3,7,1710,620,98177,38,0
"1798",465,4,2,2200,3141,2,0,0,3,7,2060,140,98144,27,0
"1799",206,4,2,1720,7560,1,0,0,3,7,1720,NA,98001,62,0
"1800",615,3,2,2250,10171,2,0,0,3,9,2250,0,98006,34,0
"1801",519,4,1,1640,6305,2,0,0,5,6,1640,0,98118,114,0
"1802",1135,4,3,4130,11444,2,0,0,3,11,4130,0,98059,20,0
"1803",330,5,2,2600,3839,2,0,0,3,7,2600,0,98058,16,0
"1804",240,4,2,1920,7973,1,0,0,3,NA,1920,0,98178,66,0
"1805",574,3,2,2060,NA,1,0,0,4,9,2060,0,98029,33,0
"1806",930,4,4,5710,24663,2,0,0,3,11,5710,0,98092,14,0
"1807",850,4,3,2720,183823,2,0,0,3,8,2720,0,98053,46,1
"1808",415,3,2,1490,7275,1,0,0,3,7,1090,400,98034,47,0
"1809",480,3,2,2360,9005,1,NA,0,5,7,1340,1020,98133,92,0
"1810",300,5,1,1940,8875,1,0,0,3,7,1940,0,98188,64,0
"1811",439,4,2,2570,9503,2,0,0,3,8,2570,0,98011,41,0
"1812",450,3,1,1160,36831,1,0,0,3,7,1160,0,98028,83,0
"1813",589,3,2,2660,206480,1,0,0,3,8,2660,0,98024,32,0
"1814",477,3,2,1260,3000,2,0,0,3,7,1260,0,98029,18,0
"1815",587.5,4,2,1780,6120,1,0,0,3,8,1310,470,98115,70,0
"1816",1315,4,2,3180,6105,2,0,0,3,10,3180,0,98112,116,0
"1817",1430,4,2,3380,27589,NA,0,0,3,10,3380,0,98004,55,0
"1818",700,4,2,2690,15000,2,0,0,3,9,1890,NA,98074,43,0
"1819",275,2,1,1180,6552,1,0,0,4,6,1180,0,98133,72,0
"1820",367.5,3,1,1660,11783,1,0,0,4,7,1160,500,98077,43,0
"1821",453.25,4,2,2260,6300,2,0,0,3,7,2260,0,98019,20,0
"1822",607,5,2,1910,5428,1,0,0,3,8,1390,520,98136,67,0
"1823",255,4,2,2430,8960,1,0,0,3,7,1430,1000,98178,NA,0
"1824",501,2,2,1300,2500,1,0,0,4,7,770,530,98117,95,0
"1825",450,3,1,1060,4650,1,0,NA,3,7,910,150,98116,71,0
"1826",360,3,2,2200,8000,2,0,0,3,8,2200,0,98055,40,0
"1827",460,4,2,1720,3050,2,0,0,5,7,1040,680,98116,92,0
"1828",753,3,2,2360,8290,1,0,0,4,7,1180,1180,98115,71,0
"1829",389.95,2,1,820,4234,1,0,1,3,6,820,0,98136,70,0
"1830",469,2,1,1030,4400,1,0,0,3,7,1030,0,98117,97,0
"1831",550,4,2,2030,5688,2,0,4,NA,9,1730,300,98146,82,0
"1832",565,5,4,2700,11675,2,0,2,4,6,1950,750,98133,73,0
"1833",189.65,2,2,1100,7600,1,0,0,3,6,1100,0,98198,41,0
"1834",1525,4,3,3620,5131,2,0,3,4,11,2350,1270,98119,94,0
"1835",260,3,2,1340,8000,1,0,0,3,7,1340,0,98038,41,0
"1836",243,3,2,1790,12000,1,0,0,3,7,1040,750,98198,61,0
"1837",1100,4,2,3830,13800,1,0,4,4,9,2030,1800,98006,52,0
"1838",249,3,2,1580,7200,1,0,0,4,7,1080,500,98092,45,0
"1839",720,2,1,2020,7200,1,0,3,4,7,1700,320,98146,74,0
"1840",905,4,2,3330,9557,2,0,0,3,10,3330,0,98006,26,0
"1841",824.5,4,2,2610,3500,2,0,0,5,7,1610,1000,98115,94,0
"1842",762.5,4,3,2610,8760,1,0,0,4,8,1760,850,98040,43,0
"1843",580,3,2,1740,1280,3,0,2,3,8,1740,0,98116,13,0
"1844",380,3,2,1840,8580,1,0,0,3,8,1840,0,98058,31,0
"1845",805,3,2,1080,3200,1,0,0,4,7,880,200,98103,NA,0
"1846",520,4,2,1240,4532,2,0,0,4,7,1240,0,98117,NA,0
"1847",1569.5,5,4,5620,5800,3,0,3,3,11,4700,920,98199,22,0
"1848",175,2,1,1170,8925,1,0,2,3,6,1170,NA,98198,110,0
"1849",353.5,4,2,1760,9602,2,0,0,3,7,1760,0,98058,34,0
"1850",500,4,2,2230,26989,1,0,1,4,8,1400,830,98166,NA,0
"1851",386.5,3,2,1520,7350,1,0,0,4,7,1140,380,98034,49,0
"1852",210,2,1,1450,4750,1,0,0,3,7,850,600,98118,NA,0
"1853",439.5,3,2,1600,6510,1,0,0,3,7,940,660,98155,38,0
"1854",315,5,2,3220,5751,2,0,0,3,8,3220,0,98042,19,0
"1855",339,4,2,1830,8601,2,0,0,3,7,1830,0,98038,18,0
"1856",655,4,2,2200,9163,1,0,0,4,8,1430,770,98006,50,0
"1857",740,2,2,2170,8678,1,0,0,3,8,2170,0,98053,13,0
"1858",685,5,2,1900,7843,2,0,0,5,7,1900,0,98008,55,0
"1859",550,5,2,2960,9877,1,0,0,4,7,1480,1480,98005,61,0
"1860",405,2,2,1710,4234,2,0,0,3,7,1330,380,98136,101,1
"1861",765,4,2,2620,17366,1,0,3,3,9,1430,1190,98075,37,0
"1862",625,3,2,2140,3600,2,0,0,3,8,1680,460,98116,110,1
"1863",207,4,2,2100,19680,2,0,0,3,6,2100,0,98055,107,0
"1864",370,4,2,2100,19680,2,0,0,3,6,2100,0,98055,107,0
"1865",475,3,2,1460,4961,1,0,0,4,8,1150,310,98033,33,0
"1866",365,2,1,990,8250,1,0,0,3,7,990,0,98133,66,0
"1867",411.8,NA,2,2190,6800,1,0,0,5,7,1340,850,98011,52,0
"1868",668,5,4,3990,42436,2,0,0,3,9,2710,1280,98027,19,NA
"1869",618,3,2,2340,3630,2,0,0,3,9,2340,0,98122,23,0
"1870",247.5,4,2,2460,5921,1,0,0,4,7,1230,1230,98002,73,0
"1871",345,5,3,2080,6150,1,0,0,3,7,1040,1040,98116,71,0
"1872",616.3,3,2,1700,8400,2,0,2,3,7,1700,0,98033,94,0
"1873",348,3,2,1330,6768,1,0,0,4,7,1330,0,98155,69,0
"1874",425,3,2,1630,10762,1,0,0,3,7,1630,0,98011,27,0
"1875",850,5,3,2920,11880,1,0,0,5,8,1660,1260,98027,53,0
"1876",820,5,3,2830,6137,NA,0,0,3,9,2830,0,98074,11,0
"1877",832,4,2,3190,52953,2,0,0,4,10,3190,0,98075,41,0
"1878",835,3,2,1490,3840,2,0,0,3,8,1490,0,98033,37,1
"1879",350,3,2,1630,3425,2,0,0,3,8,1630,0,98059,22,0
"1880",349,4,2,2280,4096,2,0,0,3,7,NA,0,98056,18,0
"1881",1125,6,4,3010,4360,2,0,0,3,9,2000,NA,98103,7,0
"1882",320,3,2,1590,3480,2,0,0,3,7,1590,0,98056,17,0
"1883",150,3,1,1250,7210,1,0,0,4,7,1250,0,98031,53,0
"1884",340,3,1,1710,10190,1,0,0,3,6,1310,400,98168,72,0
"1885",785.5,4,4,3280,8448,2,0,0,3,10,3280,0,98075,14,0
"1886",410.5,4,2,3362,8601,2,0,0,3,8,3362,0,98003,17,0
"1887",580,3,2,2200,11000,2,0,2,3,9,2200,0,98008,43,0
"1888",345,2,2,830,920,2,0,0,3,7,830,0,98144,16,0
"1889",550,3,2,2160,37000,2,0,0,4,7,1760,400,98052,88,0
"1890",449.5,4,3,2580,7299,2,0,0,3,8,2580,0,98058,23,0
"1891",300,3,1,2150,7007,1,0,0,3,6,2150,0,98177,67,0
"1892",915,4,NA,3510,28052,2,0,0,3,10,3510,0,98053,33,0
"1893",1575,4,4,3810,9916,2,0,0,3,11,3810,0,98040,32,0
"1894",599,4,3,2020,2750,1,0,0,3,8,1010,1010,98122,104,1
"1895",755,4,2,2120,10202,1,0,0,4,7,1620,500,98005,61,0
"1896",400,3,1,1250,7157,1,0,0,3,7,1250,0,98125,77,1
"1897",133,3,1,980,9115,1,0,0,3,7,980,0,98198,53,0
"1898",330,4,2,1250,8400,1,0,0,3,7,960,290,98155,70,0
"1899",330,4,1,1100,5000,2,0,0,5,6,1100,0,98055,117,0
"1900",375,3,2,1330,9417,1,0,0,5,6,710,620,98125,85,0
"1901",485,4,3,2560,8956,1,0,0,4,7,1500,NA,98034,53,0
"1902",470,4,2,1850,11250,2,0,0,3,7,1210,NA,98074,40,0
"1903",1045,4,3,2790,3600,2,0,0,3,8,1880,910,98119,116,1
"1904",548.8,4,1,1660,4704,2,0,0,3,7,1260,400,98115,91,0
"1905",315,2,1,1080,2674,1,0,0,NA,6,720,360,98108,102,0
"1906",590,3,2,3030,9374,1,0,1,4,7,2100,930,98136,62,0
"1907",439.95,4,2,2380,12067,2,0,0,3,7,2380,0,98059,19,0
"1908",325,3,2,2250,26337,1,0,0,3,8,2250,0,98092,41,0
"1909",400,2,1,880,5111,1,0,0,3,6,880,0,98115,90,0
"1910",685,4,2,NA,10051,2,0,0,3,10,2770,0,98074,34,0
"1911",339.95,3,2,1340,10200,2,0,0,3,7,1340,0,98133,68,0
"1912",315,3,2,1660,8160,1,0,0,4,7,1660,0,98166,NA,0
"1913",411.753,3,2,1710,3795,2,0,0,3,7,1710,0,98053,12,0
"1914",577,2,2,1620,4879,1,0,0,3,7,1040,580,98116,97,1
"1915",500,3,2,1530,8829,1,0,0,5,8,1530,0,98006,49,0
"1916",210,3,2,1440,10111,1,0,0,3,7,1440,0,98001,58,0
"1917",640,4,2,2020,16120,1,0,0,3,7,2020,0,98010,52,0
"1918",460,4,2,1870,8663,1,0,0,5,7,1870,0,98133,72,0
"1919",265,2,1,620,NA,1,0,0,3,6,620,0,98126,80,0
"1920",740,5,5,5774,31675,1,0,2,3,11,4490,1284,98003,37,0
"1921",230,3,1,1240,6195,1,0,0,3,6,1240,0,98028,73,0
"1922",315,3,2,1890,10661,1,0,0,NA,7,1460,430,98038,43,0
"1923",432,3,2,2410,51763,1,NA,0,4,8,1410,1000,98077,40,0
"1924",467,3,2,1530,3984,2,0,0,3,8,1530,0,98029,26,0
"1925",255,5,4,2800,9900,1,0,0,3,7,2800,0,98023,57,0
"1926",316.5,3,2,1460,6360,1,0,2,3,7,1010,450,98106,42,0
"1927",190,4,2,1580,6250,1,0,0,3,7,860,720,98155,44,0
"1928",490,3,2,1450,2400,2,0,0,3,8,1450,0,98107,121,1
"1929",378,4,2,1990,23200,1,0,0,4,NA,1990,0,98059,45,0
"1930",598.8,6,4,4470,17877,3,0,NA,3,9,3230,1240,98188,8,0
"1931",333.8,5,3,1980,3868,1,0,0,3,7,1220,760,98118,31,0
"1932",690,4,2,2920,9904,2,0,0,4,9,2920,0,98029,31,0
"1933",320,4,2,1660,6200,1,NA,0,4,6,830,830,98108,73,0
"1934",1249,4,4,3190,6000,2,0,3,4,9,2410,780,98144,109,0
"1935",335,3,2,1560,9600,1,0,0,4,7,1560,0,98033,60,0
"1936",840,3,2,3050,33920,1,0,0,3,8,3050,0,98052,17,0
"1937",608.25,4,3,3030,21780,2,0,0,3,8,3030,0,98166,35,0
"1938",550,3,2,2260,NA,2,0,0,3,7,2260,0,98075,16,0
"1939",240,3,1,1260,7920,1,0,0,3,7,1260,0,98003,55,0
"1940",998,3,2,3370,11757,2,0,NA,4,9,3370,0,98006,41,0
"1941",275,3,2,1490,8000,1,0,0,3,8,1490,0,98030,43,0
"1942",284.2,3,2,1570,9292,1,0,0,3,7,1110,460,98001,44,0
"1943",1715,4,4,4490,7623,2,0,0,4,10,3090,1400,98112,80,0
"1944",2400,4,4,4090,24825,2,0,0,4,11,NA,690,98102,95,0
"1945",930.8,5,2,4150,96574,2,0,0,3,NA,4150,0,98053,33,0
"1946",930,4,3,2900,10400,1,0,3,5,8,1530,1370,98008,62,0
"1947",215,NA,2,1430,8775,1,0,0,3,7,1030,400,98023,42,0
"1948",480,2,NA,1008,26487,1,1,4,4,6,1008,0,98070,78,1
"1949",483.945,2,2,1480,5120,1,0,0,4,6,840,640,98116,70,0
"1950",347,3,2,1240,8050,1,0,0,4,7,1240,0,98074,43,0
"1951",232.5,3,2,1370,9760,1,0,0,4,7,1110,260,98023,42,0
"1952",390,4,2,1770,33132,1,0,0,4,8,1190,580,98058,56,0
"1953",550,3,2,2160,15360,1,0,0,3,8,1410,NA,98007,56,1
"1954",590,4,2,2340,8971,2,0,0,3,9,2340,0,98029,34,0
"1955",420.85,1,1,960,40946,1,0,0,5,5,960,0,98014,76,0
"1956",345,4,2,2280,8190,1,0,3,3,7,1390,890,98188,38,0
"1957",429.8,3,2,1970,7000,1,0,0,3,8,1970,0,98038,35,0
"1958",302,4,2,1530,17664,2,0,0,3,7,1530,0,98058,53,0
"1959",800,4,2,1790,3952,2,0,0,4,8,1790,0,98103,89,0
"1960",250,3,2,1700,6000,2,0,0,3,8,1700,0,98092,24,0
"1961",605,3,2,2660,4500,1,0,0,4,7,1330,1330,98199,99,0
"1962",412,3,2,1950,52256,1,0,0,4,8,1950,0,98042,36,0
"1963",252,3,2,1340,5670,2,0,0,3,6,1340,0,98055,27,0
"1964",375,3,1,1130,12500,2,0,0,3,7,1130,0,98118,67,0
"1965",725,2,2,1950,2719,1,0,0,5,7,1010,940,98103,102,0
"1966",471.75,5,4,3790,8200,1,0,1,3,8,2120,1670,98056,20,0
"1967",490,4,2,2020,85813,NA,0,0,3,7,2020,0,98027,26,0
"1968",439,2,1,800,5100,1,0,0,3,7,800,0,98117,76,0
"1969",355,4,2,1770,8890,1,0,0,5,6,1770,0,98166,72,0
"1970",250,1,1,940,87120,1,0,0,3,6,940,0,98019,77,0
"1971",780,4,2,2260,16188,1,0,0,3,10,2260,0,98006,37,0
"1972",409,2,1,890,NA,1,0,0,4,6,890,0,98116,103,0
"1973",420,2,1,860,3880,1,0,0,4,6,860,0,98117,105,0
"1974",200,1,1,680,9600,1,0,0,3,5,680,0,98115,74,0
"1975",830,2,2,2130,35679,1,0,NA,4,7,2130,0,98033,58,0
"1976",695,3,2,2390,4555,2,0,0,3,9,2390,0,98074,15,0
"1977",815,4,NA,3488,9614,2,0,0,3,10,3488,0,98074,23,0
"1978",210,3,2,1260,6223,1,0,0,3,7,820,440,98042,38,NA
"1979",635,3,2,2940,6000,1,0,2,4,8,1590,1350,98177,64,0
"1980",562.5,4,2,2440,7322,2,0,0,3,9,2440,0,98056,30,0
"1981",402.5,4,2,2600,11951,2,0,0,3,10,2600,0,98023,33,0
"1982",555,3,2,2080,7020,1,0,0,4,7,1040,NA,98115,70,0
"1983",310,3,1,1990,7173,1,0,0,3,7,1990,0,98034,49,0
"1984",500,4,2,2840,18001,2,NA,0,3,9,2840,0,98019,27,0
"1985",430,6,3,NA,8800,1,0,0,3,7,1610,1020,98125,62,0
"1986",1600,3,4,2820,7200,2,0,0,4,10,2460,360,98112,91,0
"1987",627.5,4,1,1560,4080,2,0,0,3,7,1560,0,98103,98,0
"1988",335,4,2,2330,NA,2,0,0,3,8,2330,0,98178,23,0
"1989",962,4,2,3320,NA,1,0,0,4,8,1810,1510,98006,40,0
"1990",299,3,2,1730,NA,1,0,0,3,7,1730,0,98065,62,0
"1991",399.95,4,2,3110,5868,2,0,0,3,8,3110,0,98042,20,0
"1992",322,NA,1,1230,9660,1,0,0,3,7,1230,0,98053,53,0
"1993",430,2,2,950,4625,1,0,0,4,NA,950,0,98103,72,0
"1994",307,3,2,1890,13860,1,0,0,5,7,1890,0,98042,55,0
"1995",194,3,2,1010,5000,1,0,0,3,6,1010,0,98178,78,0
"1996",180,3,1,1010,8581,1,0,0,4,6,1010,0,98002,101,0
"1997",465,4,2,2340,13383,1,0,0,3,8,1170,NA,98074,38,0
"1998",722.5,4,2,2460,9296,2,0,0,3,9,2460,0,98007,43,0
"1999",470.45,2,1,1010,3400,1,0,0,3,7,1010,0,98103,100,0
"2000",280,3,2,1650,6000,2,0,0,3,7,1650,0,98030,31,0
"2001",176.25,4,2,1440,NA,1,0,0,4,7,1440,0,98002,55,0
"2002",560,5,1,1710,9100,2,0,NA,4,7,1320,390,98126,95,0
"2003",830,3,2,2760,11287,2,0,3,3,10,2000,760,98028,30,0
"2004",276.9,2,1,1350,10096,1,0,2,4,7,1350,0,98045,NA,0
"2005",625,NA,2,1660,4800,2,0,0,3,7,1660,0,98112,115,1
"2006",1015,4,2,2960,4760,2,0,0,3,8,2160,800,98102,121,0
"2007",463.5,1,1,1090,8750,1,0,0,4,6,1090,0,98118,97,0
"2008",485,3,2,3110,9015,2,0,0,3,9,3110,0,98058,31,0
"2009",272,3,2,1380,7476,1,0,0,3,7,1380,0,98001,32,0
"2010",305,2,1,1290,3140,2,0,0,3,7,1290,0,98053,13,0
"2011",760,3,2,1980,13964,1,0,0,5,7,1980,0,98040,62,0
"2012",387.5,2,1,870,NA,1,0,0,4,7,870,0,98125,83,0
"2013",352,4,2,2470,5015,2,0,0,3,8,2470,0,98038,17,0
"2014",507,3,2,2140,40098,1,0,0,5,8,1490,650,98058,71,0
"2015",156,3,1,770,9750,1,NA,0,3,6,770,0,98188,80,0
"2016",580,3,3,1490,857,3,0,0,3,8,1220,270,98102,20,0
"2017",630,4,2,2510,35020,1,0,0,4,8,1610,900,98075,44,0
"2018",275,5,2,1950,9000,1,NA,0,3,7,1130,820,98146,57,0
"2019",835,5,4,3600,14720,1,0,2,5,8,1800,1800,98034,61,0
"2020",340,4,2,2380,7850,2,0,0,3,8,2380,0,98055,26,0
"2021",329.35,2,1,720,6687,1,0,0,3,6,720,0,98117,79,0
"2022",1480,3,4,4070,26000,2,0,0,3,11,NA,0,98033,30,0
"2023",475,3,1,1250,150117,NA,0,0,3,7,1250,0,98075,46,0
"2024",719.95,3,2,2190,2416,3,0,0,3,8,2190,0,98117,7,0
"2025",235,1,1,810,2451,1,0,NA,5,7,810,0,98126,80,0
"2026",875,3,2,2440,5750,1,0,0,3,8,1320,1120,98115,82,0
"2027",380,4,2,1740,9150,1,0,0,3,7,1740,0,98188,47,0
"2028",325,3,2,1480,97138,2,0,0,3,7,1480,0,98010,37,0
"2029",475,4,2,2120,57050,2,0,0,3,NA,2120,0,98072,32,0
"2030",152.9,1,1,900,4368,1,0,0,5,6,900,0,98022,106,1
"2031",210,2,2,1190,7570,1,0,0,3,6,1190,0,98146,82,0
"2032",350,4,1,1010,6000,1,0,0,3,6,750,260,98136,96,0
"2033",505,3,2,2100,17882,2,0,0,4,8,2100,0,98059,36,0
"2034",464.9,4,2,2020,8424,1,0,0,4,7,1380,640,98034,42,0
"2035",650,3,2,2520,5980,1,0,0,3,8,1790,730,98116,64,0
"2036",369.95,2,3,1370,1140,2,0,0,3,8,1080,290,98133,12,0
"2037",250,3,2,1530,2890,2,0,0,3,7,1530,0,98108,20,0
"2038",320,NA,2,1530,2890,2,0,0,3,7,1530,0,98108,20,0
"2039",2532,4,4,5040,16048,1,NA,3,3,10,3420,1620,98105,71,0
"2040",340,4,2,2530,24700,2,0,0,3,7,2530,0,98031,47,0
"2041",440,2,2,1010,1968,2,0,0,5,5,1010,0,98107,115,0
"2042",219.95,3,1,1200,7727,1,0,0,4,7,1200,0,98022,62,0
"2043",940,4,3,2720,11740,1,0,0,5,9,2720,0,98040,64,0
"2044",399.95,4,2,1850,6125,2,0,0,3,6,1110,740,98126,76,0
"2045",1568,3,3,2340,8828,1,0,0,4,9,2340,0,98112,67,0
"2046",528,4,2,1860,9750,1,0,0,3,7,1460,400,98034,52,0
"2047",545,4,2,1940,8990,1,NA,0,4,8,1560,380,98034,65,0
"2048",575,2,2,1680,6194,1,0,0,3,8,1680,0,98053,17,0
"2049",235,NA,3,1770,10184,1,0,0,3,8,1250,520,98023,42,0
"2050",272,3,2,1790,6371,2,0,0,3,8,1790,0,98092,23,0
"2051",380,4,2,1720,9600,1,0,0,4,8,1720,0,98059,52,0
"2052",195,3,1,1280,6967,2,0,0,3,7,1280,NA,98155,72,0
"2053",297,3,2,1690,4988,NA,0,0,3,7,1690,0,98038,19,0
"2054",349,NA,2,2190,7294,2,0,0,3,8,2190,0,98023,18,0
"2055",320,2,1,710,5200,1,0,2,4,6,710,0,98126,79,0
"2056",319.99,4,2,1890,10707,1,0,0,3,7,1890,0,98148,59,0
"2057",439.9,2,NA,1410,12282,2,0,0,5,8,1410,0,98024,112,1
"2058",429,3,3,2210,3600,2,0,0,3,8,1820,390,98125,26,0
"2059",272.5,3,2,1540,6250,1,0,0,3,7,1540,0,98038,23,0
"2060",400,4,2,1350,7255,1,0,0,4,7,1350,0,98125,NA,0
"2061",462,5,2,1380,4300,2,0,0,3,7,1380,0,98103,NA,0
"2062",510,2,1,890,6095,1,0,0,3,7,890,0,98115,74,0
"2063",550,3,2,1900,3255,2,0,0,3,8,1900,0,98007,33,1
"2064",150,3,1,1240,5200,1,0,0,3,6,1240,0,98042,52,0
"2065",460,3,2,1730,8490,1,0,0,3,7,1210,520,98034,52,0
"2066",632.5,4,2,2090,10306,2,0,0,3,10,2090,0,98074,35,0
"2067",361,3,2,1650,11220,1,0,0,4,7,1650,0,98077,52,0
"2068",437,3,2,1130,1221,2,0,0,3,8,1030,100,98117,17,0
"2069",370,6,3,3240,5750,1,0,0,4,6,2160,1080,98002,71,0
"2070",884.25,4,2,3840,12151,2,0,0,3,10,3840,0,98075,23,0
"2071",225,3,1,1200,9936,1,0,0,4,6,1200,NA,98038,52,0
"2072",235,2,1,870,5000,1,0,0,3,6,870,0,98126,72,0
"2073",767.5,6,4,2410,6000,2,0,4,3,9,2220,190,98136,105,1
"2074",1200,3,2,1560,8078,2,NA,4,4,6,1560,0,98040,93,0
"2075",715,3,2,2410,46609,2,0,0,3,9,2410,0,98053,32,0
"2076",417,NA,2,2300,7700,1,0,0,3,7,1380,920,98125,62,0
"2077",199,3,1,1390,12145,1,0,0,4,7,1390,0,98042,57,0
"2078",875,5,2,2920,5568,2,0,0,3,8,2320,600,98112,115,0
"2079",545,4,2,1370,3708,2,0,0,3,7,1370,0,NA,95,0
"2080",192.5,2,1,950,7692,1,0,0,3,6,950,0,98168,95,0
"2081",822.5,3,2,3090,NA,2,0,0,3,10,3090,0,98052,22,0
"2082",800,4,2,2390,10000,1,0,0,3,9,1590,800,98040,46,0
"2083",1250,3,2,2070,4944,2,0,0,3,9,2070,0,98112,NA,0
"2084",3850,4,4,5770,21300,2,1,4,4,11,5770,0,98040,41,0
"2085",295,3,2,1460,7936,2,0,0,3,7,NA,0,98038,26,0
"2086",419,2,2,1510,4980,1,0,0,3,8,1510,0,98053,15,0
"2087",1195,5,3,5180,19606,1,0,0,3,11,2610,2570,98006,28,0
"2088",750,4,NA,3430,13907,2,0,0,3,11,3430,0,98075,26,0
"2089",502,4,2,1700,8400,1,0,0,3,7,1700,0,98177,68,0
